username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
venemex_ac;2019-02-22 11:02;4;11;"Este sábado # 23F los venezolanos en # México marcharemos en apoyo por el ingreso de la # AvalanchaHumanitaria para # Venezuela Saldremos a las 10:30 am desde el obelisco de Simón Bolívar en Paseo de Reforma al Ángel de la Independencia. Vamos todos juntos por una Venezuela Libre! pic.twitter.com/DZmmCKyypF";;;# # # #;"1098976405537214464";https://twitter.com/venemex_ac/status/1098976405537214464
Bryon_patronum;2019-02-22 11:00;0;0;"Soy Venezolano Soy Joven y Quiero utilizar esa juventud para Ayudar en la reconstrucción de Mi País # yosoyvoluntario # 23f # yosoyvenezuela # caracas # venezuela # vamosbien # vamosmuybien… https://www.instagram.com/p/BuMJMxDhoU7/?utm_source=ig_twitter_share&igshid=1dola6fydvh5w …";;;# # # # # # #;"1098975778564321281";https://twitter.com/Bryon_patronum/status/1098975778564321281
por_ciudadanos;2019-02-22 10:55;1;0;"# 23F marchamos para abrir las barreras que rodean a # Venezuela para que entre la # AyudaHumanitaria # AyudaHumanitariaParaVenezuela @ AEVMex @ vstmundo @ Comexdh 10:30 am Obelisco Simón Bolívar # CDMXpic.twitter.com/ufnyXKuIW7";;@ @ @;# # # # #;"1098974572542537729";https://twitter.com/por_ciudadanos/status/1098974572542537729
KaQuiuZhang;2019-02-22 10:46;1;1;"1. Cese de la usurpación, 2.gobierno de transición 3. elecciones libres. Recordemos la importante # AyudaHumanitaria que este # 23F debe entrar a para atender a quienes más lo necesita # VamosBien # Venezuela https://twitter.com/TAMARA_SUJU/status/1098924350458220545 …";;;# # # #;"1098972237296791553";https://twitter.com/KaQuiuZhang/status/1098972237296791553
RandyLudatca;2019-02-22 10:36;0;0;"@ LosSimpsonTVLA lo volvieron a hacer!! # 23FVzlaALaCalle # 23FNoHayVueltaAtras # 23FAvalanchaHumanitaria # 23F # VenezuelaAidLive # Venezuela # VenezuelaGritaLibertad # NicolasMaduro # comunistas # Dictadurapic.twitter.com/8epZK6cAa1";;@;# # # # # # # # # #;"1098969901379784704";https://twitter.com/RandyLudatca/status/1098969901379784704
seodyssey;2019-02-22 10:36;0;0;"¡¡¡CRIMINALES POR LA PAZ!! ¡¡NO HAY HAMBRE!! Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098969774665682946";https://twitter.com/seodyssey/status/1098969774665682946
seodyssey;2019-02-22 10:35;0;0;"¡¡¡CRIMINALES POR LA PAZ!! ¡¡NO HAY HAMBRE!! Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098969583678038017";https://twitter.com/seodyssey/status/1098969583678038017
MartinLitwak;2019-02-22 10:28;4;14;"Ayer subscribimos, junto con @ irmaar, @ elisacarrio, @ edufeiok, @ danielhadad, @ LassoGuillermo, @ JMaSanguinetti, @ segregustavo, @ AlvaroVargasLl y @ WolffWaldo, entre otros, la declaración # LatinoamericanosPorVenezuela que apoya el ingreso de # AyudaHumantaria a # Venezuela el # 23F. pic.twitter.com/B9XkaH1cq1";;@ @ @ @ @ @ @ @ @;# # # #;"1098967868400717824";https://twitter.com/MartinLitwak/status/1098967868400717824
seodyssey;2019-02-22 10:22;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098966172505133061";https://twitter.com/seodyssey/status/1098966172505133061
irmaar;2019-02-22 10:19;1;0;"Gracias a @ fernandoschuler @ OscarOrtizA @ AlvaroVargasLl @ VasquezIan @ Chafuen @ clarroulet @ LassoGuillermo @ rlopezmurphy @ EnriqueKrauze por suscribir la declaración # LatinoamericanosPorVenezuela que apoya el ingreso de # AyudaHumantaria a # Venezuela el # 23F @ NPSGlobal Texto pic.twitter.com/kL95N0qmUn";;@ @ @ @ @ @ @ @ @ @;# # # #;"1098965421544431617";https://twitter.com/irmaar/status/1098965421544431617
NatyLopezG;2019-02-22 10:14;43;12;"AHORA: Medios internacionales reportan la muerte de 2 personas en enfrentamientos entre la Guardia Nacional Venezolana y una comunidad indígena en la frontera con Brasil. Info en desarrollo. @ T13 @ Tele13_Radio # AlertaT13 # Venezuela # 23F";;@ @;# # #;"1098964202973212677";https://twitter.com/NatyLopezG/status/1098964202973212677
karinmostacero;2019-02-22 10:05;0;0;"# AyudaHumanitaria # 23F # Venezuela # VamosBien https://www.instagram.com/p/BuMD7KhjO_l1BZAwKFviExX3Hij5GnvXQEoeqQ0/?utm_source=ig_twitter_share&igshid=dn1hqlz9zqyl …";;;# # # #;"1098962016490803200";https://twitter.com/karinmostacero/status/1098962016490803200
seodyssey;2019-02-22 09:59;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098960447628328960";https://twitter.com/seodyssey/status/1098960447628328960
seodyssey;2019-02-22 09:59;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098960400345903104";https://twitter.com/seodyssey/status/1098960400345903104
seodyssey;2019-02-22 09:58;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098960322482917376";https://twitter.com/seodyssey/status/1098960322482917376
seodyssey;2019-02-22 09:58;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098960258200940544";https://twitter.com/seodyssey/status/1098960258200940544
Borjas___j;2019-02-22 09:58;1;1;". ' . # venezuela # mundial # VenezuelaLibre # venezuelaaidlive # venezuela # 22Feb # 23F pic.twitter.com/q3u66zCXIC";;;# # # # # # #;"1098960131168104453";https://twitter.com/Borjas___j/status/1098960131168104453
CSLvenezuela_;2019-02-22 09:56;2;1;"# 23F ¡Hoy te esperamos! Acércate al C. C. La Villa en Caracas a partir de las 4 p. m. Para hablar de la # AyudaHumanitaria en un encuentro de ciudadanos donde contaremos con la participación de @ profesorbriceno, @ jesusarmasccs, diputados de la @ AsambleaVE y muchos más. # Venezuela pic.twitter.com/jzsZd7Fuwv";;@ @ @;# # #;"1098959842931343361";https://twitter.com/CSLvenezuela_/status/1098959842931343361
AnladyG;2019-02-22 09:55;0;0;"https://www.venezuelaaidlive.com/  Por # Venezuela... ¡Haz tu aporte! # 23F";;;# #;"1098959462000398337";https://twitter.com/AnladyG/status/1098959462000398337
VaneEisig;2019-02-22 09:53;0;1;"Estás en Santiago de Compostela y quieres ser parte del cambio? Acércate a nuestro punto de Acción Humanitaria! # venezolanosensantiago # venezuela # 23f pic.twitter.com/kAKiOaCF8z";;;# # #;"1098959011209203713";https://twitter.com/VaneEisig/status/1098959011209203713
picon1969;2019-02-22 09:44;0;0;"No al # Comunismo en # Latinoamérica # VotaNo en # Cuba a sacar el # Usurpador en # Venezuela # 23F # 24Fhttps://twitter.com/tutoquiroga/status/1098390977646080000 …";;;# # # # # # # #;"1098956824374636545";https://twitter.com/picon1969/status/1098956824374636545
key_molina;2019-02-22 09:38;0;0;"Mañana los venezolanos que vivimos fuera de Venezuela deberíamos de tener el día libre porque vamos a estar claro igual nos pueden botar pal coño por andar distraídos. # 23F # Venezuela";;;# #;"1098955151396745218";https://twitter.com/key_molina/status/1098955151396745218
seodyssey;2019-02-22 09:32;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098953731696218113";https://twitter.com/seodyssey/status/1098953731696218113
seodyssey;2019-02-22 09:30;0;1;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098953171043536901";https://twitter.com/seodyssey/status/1098953171043536901
seodyssey;2019-02-22 09:29;0;0;"Miguel tiene un cuadro de desnutrición severa y necesita alimentos proteicos, está recibiendo nutrición Parenteral. ¡¡Qué inmoral eres maduro!! # 23F # Venezuela @ GotasEVzlapic.twitter.com/m7Bzko5MYt";;@;# #;"1098952812438921216";https://twitter.com/seodyssey/status/1098952812438921216
arangotrumpet;2019-02-22 09:26;0;0;"No sé extrañen! Solo estén preparados en las redes . . # venezuela # 23f # 23defebrero # jguaido # amnistia # saltatalanquera # madurousurpador # enchufaos… https://www.instagram.com/p/BuL_aiNBsbwMk_EYoppbbgAvqXrwgGy0u8cJk40/?utm_source=ig_twitter_share&igshid=17t2jp5cy5i7i …";;;# # # # # # # #;"1098952104243191808";https://twitter.com/arangotrumpet/status/1098952104243191808
arteaga_29;2019-02-22 09:20;0;0;"Esta aclarando la mañana en Venezuela # 22F # 23F # libertad # ayudahumanitaria # cucuta # sancristobal # colombia # venezuela # enlaunionestalafuerza # paz https://www.instagram.com/arteagakaren_29/p/BuL-tZ0HCbeszzMcJ3mloChzRvr2fozyNklAwU0/?utm_source=ig_twitter_share&igshid=yqld9hc0efcg …";;;# # # # # # # # # #;"1098950554720526336";https://twitter.com/arteaga_29/status/1098950554720526336
beatrizbecerrab;2019-02-22 09:18;186;217;"En vísperas del # 23F # AyudaHumanitaria comparto mi entrevista en @ ElMercurio_cl: -¿Cómo puede ayudar la # UE a la transición en # Venezuela? -Asumiendo como propia la hoja de ruta del Presidente @ jguaido y colaborando en todo lo que esté en su mano, como...https://beatrizbecerra.eu/2019/02/21/la-ue-puede-presionar-nuevas-sanciones/ …";;@ @;# # # #;"1098950257801605121";https://twitter.com/beatrizbecerrab/status/1098950257801605121
manuelball;2019-02-22 09:14;0;0;"El comunismo es la ideología del resentimiento y victimizacion, por lo que es fácil anticipar lo que hará y dirá la generación socialista que sobreviva en # Venezuela. Es nuestra responsabilidad recordarles, siempre, que fue el socialismo quien mato a cientos luego del # 23F";;;# #;"1098949178758230016";https://twitter.com/manuelball/status/1098949178758230016
svmpgabogados;2019-02-22 09:13;5;6;"La responsabilidad penal es individual, sin embargo, se puede responsabilizar a alguien por haber actuado a través de terceros o por participar en hechos cometidos por otros. # venezuela # venezuelalibre # ayudahumanitaria # barquisimeto # derecho # abogados # 23f pic.twitter.com/H2pLH7s26T";;;# # # # # # #;"1098948945353560067";https://twitter.com/svmpgabogados/status/1098948945353560067
ingjuancamero;2019-02-22 09:09;2;0;". @ NicolasMaduro PRESIDENTE...mande a CERRAR la # frontera con # colombia , vamos a esperar que pase lo del 11 de # abril ? después que las imágenes salgan al mundo, no habrá marcha atrás # 23f # 23FVzlaALaCalle # VenezuelaYElMundoConMaduro # venezuela # HandsOffVenezuelaTrumppic.twitter.com/lYFpjQb8gn";;@;# # # # # # # #;"1098947825713467396";https://twitter.com/ingjuancamero/status/1098947825713467396
mbgarciau;2019-02-22 08:55;0;0;"Venezuela te necesita. Por favor ayuda @ VenezuelaAid # AidLiveVenezuela # Venezuela # 23F pic.twitter.com/bSUhOOGl2x";;@;# # #;"1098944280943562754";https://twitter.com/mbgarciau/status/1098944280943562754
prensa_libre;2019-02-22 08:52;3;9;"# Venezuela | # 23F | EE. UU. podría reaccionar con sanciones o repercusiones para sus familiares en el extranjero si hay violencia advierte alto funcionario. Las donaciones se encuentran en puntos de acopio en países vecinos como Colombia, Brasil y la isla de Curazao. pic.twitter.com/WwtdBODyER";;;# #;"1098943646043377664";https://twitter.com/prensa_libre/status/1098943646043377664
Karcelparatodos;2019-02-22 08:49;0;0;"Cabeza de tuerca, no podés pensarlo mucho: La Habana ó Guantánamo? # NicolasMaduro @ NicolasMaduro # Venezuela # 23F # 23FAvalanchaHumanitaria";;@;# # # #;"1098942873465221120";https://twitter.com/Karcelparatodos/status/1098942873465221120
Yosoylapaz;2019-02-22 08:42;0;1;"Trump: "Los días del socialismo y el comunismo están contados no solo en # Venezuela.... ",,, "The fight for FREEDOM has begun",,, # VivaTrumpNojoda, # CatireBello, # 23F, # VenezuelaAidLive,¡¡¡ VIVA VENEZUELA LIBRE!!!,,LLEVO TU LUZ Y TU AROMA EN MI PIEL...";;;# # # # #;"1098941066147962880";https://twitter.com/Yosoylapaz/status/1098941066147962880
WILLIAMCEBALLOS;2019-02-22 08:34;1;0;"# invasion # 23F # venezuela # ejido # Merida # EuropaLeague @ jguaido @ Copei_Partido @ LaPrensaVzla @ bbcmundo @ USAenEspanol @ UEmadridpic.twitter.com/HO22GJfgZv";;@ @ @ @ @ @;# # # # # #;"1098938976344436736";https://twitter.com/WILLIAMCEBALLOS/status/1098938976344436736
16elmuzo;2019-02-22 08:14;0;0;"# Venezuela # 23F @wistonvallenilla pero según me dijeron que no es un concierto es un karaoke xq ningún artista quiso ir a cantar pa esa verga, y van a permitir que el que quiera ir y subir a cantar lo haga!!!!! https://twitter.com/vwinstonv/status/1098898381458599937 …";;@wistonvallenilla;# #;"1098933936162525184";https://twitter.com/16elmuzo/status/1098933936162525184
irmaar;2019-02-22 08:00;2;9;"Gracias a @ danielhadad @ edufeiok y equipo @ LongobardiM # JorgeLanata @ segregustavo @ dsantoro59 @ CarlosAMontaner por suscribir la declaración # LatinoamericanosPorVenezuela que apoya el ingreso de # AyudaHumantaria a # Venezuela el # 23F @ NPSGlobal Aquí texto pic.twitter.com/uWlS34UinH";;@ @ @ @ @ @ @;# # # # #;"1098930507935633408";https://twitter.com/irmaar/status/1098930507935633408
efren_colombani;2019-02-22 07:59;0;3;"São Paulo, capital, confirmado! Manifestación Mundial por la Ayuda Humanitária a # Venezuela Manifestação Mundial pela Ajuda Humanitária a Venezuela Sábado - 23/02 - 18h - MASP # 23F # VenezuelaAidLive # VamosBien # VenezuelaLibre @ VzlanosnoBrasil @ ayudaylibertadpic.twitter.com/IOCKebPncy";;@ @;# # # # #;"1098930200920973312";https://twitter.com/efren_colombani/status/1098930200920973312
PirelaLilieta;2019-02-22 07:57;0;0;"# buenosdías # Venezuela # 23F # VamosBien";;;# # # #;"1098929715069550592";https://twitter.com/PirelaLilieta/status/1098929715069550592
yuyifred;2019-02-22 07:53;0;0;"# 23F # AvalanchaHumanitaria # Venezuela # HueleALibertad # AyudaHumanitariaParaVenezuelapic.twitter.com/DArccHpwWz";;;# # # # #;"1098928789659287552";https://twitter.com/yuyifred/status/1098928789659287552
mfox_us;2019-02-22 07:31;0;3;"Vice President @ GeneraIMourao says that Brazil would only enter into conflict with Venezuela if it were attacked, but that it could "help with the humanitarian aid". That fact that we are even having this conversation is really disturbing. # Venezuela # 23F https://g1.globo.com/politica/noticia/2019/02/22/mourao-diz-que-so-ve-confronto-com-venezuela-se-brasil-for-atacado-mas-maduro-nao-e-louco-a-esse-ponto.ghtml …";;@;# #;"1098923355418345477";https://twitter.com/mfox_us/status/1098923355418345477
juanagallardo1;2019-02-22 07:17;15;11;"# BuenViernes en @ izquierdadiario # Internacional Tensión en # Venezuela a un día del # 23F # CocaCola despide y suspende en Argentina y México # Sanders vota mayor "seguridad" # Brasil entre la crisis y la reforma previsional # TrotskyVersusNetflix http://www.laizquierdadiario.com/internacional pic.twitter.com/T9bvHzl80j";;@;# # # # # # # #;"1098919759033364481";https://twitter.com/juanagallardo1/status/1098919759033364481
Marhietta_;2019-02-22 07:08;0;0;"# AvalanchaHumanitaria # 23f # vamosbien # yofirmoporlapazdevenezuela # venezuela Dedicado a los "autoproclamados": https://youtu.be/2lo5CyQjB7Q";;;# # # # #;"1098917401939402755";https://twitter.com/Marhietta_/status/1098917401939402755
ve_villarroel;2019-02-22 07:08;0;0;"Este sábado # 23F Instamos a la # GNB a ponerse del lado correcto de la Historia. Llegó la hora de ELEGIR entre Defender al Usurpador de Nicolás Maduro o Servir a # Venezuela Les queda 1 día porque la # AyudaHumanitaria entra # SioSi @ Pr1meroJusticia # VoluntariosXVenezuela # VamosBienpic.twitter.com/hD0nHAxNzx – bei Villa Juana";;@;# # # # # # #;"1098917355269382144";https://twitter.com/ve_villarroel/status/1098917355269382144
Norkys_batista;2019-02-22 07:06;12;55;"ESCUCHEN ESCUCHEN...! “TENGAMOS EL VALOR Y EL HONOR” # VamosBien # Venezuela NO VOY A PODER ESTAR EN # CUCUTA PERO ME QUEDO AQUIIIIII EN # CARACAS PARA EL # 23F FORMAR PARTE DE LA… https://www.instagram.com/p/BuLujQqHY27/?utm_source=ig_twitter_share&igshid=12nbzluzlw9cz …";;;# # # # #;"1098916994663903236";https://twitter.com/Norkys_batista/status/1098916994663903236
Edu_Enduro;2019-02-22 07:02;1;2;"No se ilusionen tanto con # Guaido tampoco... recuerden que también es socialista... es cambiar caca podrida por caca fresca en # Venezuela # LiveAidVenezuela # 23F pic.twitter.com/NAE6lWD9qu";;;# # # #;"1098915878333239296";https://twitter.com/Edu_Enduro/status/1098915878333239296
MartinLitwak;2019-02-22 07:01;6;11;"En el día de ayer hemos por subscripto la declaración # LatinoamericanosPorVenezuela que apoya el ingreso de # AyudaHumantaria a # Venezuela el # 23F. Muy agradecido con @ irmaar y @ NPSGlobal por invitarme a participar! pic.twitter.com/BgSIfLM64g";;@ @;# # # #;"1098915717339062272";https://twitter.com/MartinLitwak/status/1098915717339062272
Tabad__;2019-02-22 06:59;0;1;"EXCELENTE!!! Despues del concierto, ellos se van a quedar en # Cucuta pasando la noche en las tiendas de campaña que estan colocadas (con bebidas y comida) para acompañar mañana # 23F a los demás voluntarios a # Venezuela llevando la # AyudaHumanitaria";;;# # # #;"1098915209308262400";https://twitter.com/Tabad__/status/1098915209308262400
ENGGLOBALMARKET;2019-02-22 06:57;0;0;"# cuba # miami # florida # despiertacuba # havana # lahabana Cuban disguised with uniform of venezuela regime national guard receives a beating and captured. # venezuela # 23f https://www.facebook.com/100001604090192/posts/2239093706154077/ …";;;# # # # # # # #;"1098914719233179650";https://twitter.com/ENGGLOBALMARKET/status/1098914719233179650
Jonathanrodrig;2019-02-22 06:55;0;0;". 1 # ceselausurpacion . 2 # gobiernodetransicion . 3 # eleccioneslibres . . . # venezuela # venezolanos # vzla # venezolanosenargentina # vzlanos # venezolanosporelmundo # asambleanacional # sosvenezuela # venezuelalibre # juanguaido # noticias # presidente # hoy # oscarperez # 23f pic.twitter.com/PnXALMTlyU";;;# # # # # # # # # # # # # # # # # #;"1098914056029814784";https://twitter.com/Jonathanrodrig/status/1098914056029814784
gabrielfidel;2019-02-22 06:50;9;24;"En Mendoza y toda América Latina los venezolanos nos cuentan la # CrisisHumanitaria que viven sus familias. La decisión de no dejar ingresar la ayuda humanitaria es un acto cruel y egoísta y es no pensar en lo que está sufriendo el pueblo hermano # AyudaHumanitaria # Venezuela # 23F pic.twitter.com/Af8h4CGIDh";;;# # # #;"1098912929917874176";https://twitter.com/gabrielfidel/status/1098912929917874176
Venezolanonews;2019-02-22 06:44;2;0;"Lester Toledo: ayuda humanitaria entrará a Venezuela desde cuatro puntos el # 23F - http://bit.ly/2GIo5td # EVNews # Venezuela # AyudaHumanitaria";;;# # # #;"1098911278729388032";https://twitter.com/Venezolanonews/status/1098911278729388032
irmaar;2019-02-22 06:43;15;24;"Gracias a los diputados argentinos . @ elisacarrio @ KBanfi @ mgwechsler @ pau_oliveto @ WolffWaldo @ CorneliaSL y al diputado del Uruguay @ rodrigogoni por suscribir la declaración # LatinoamericanosPorVenezuela que apoya el ingreso de # AyudaHumantaria a # Venezuela el # 23F @ NPSGlobalpic.twitter.com/PxP0C82HZq";;@ @ @ @ @ @ @ @;# # # #;"1098911166322098176";https://twitter.com/irmaar/status/1098911166322098176
TuConsultaOn;2019-02-22 06:40;0;0;"En tu consulta OnLine, solidarios con nuestro país # Venezuela, estamos comprometidos con el bienestar mental-emocional-espiritual de quienes han salido de su hogar para sobrevivir y ayudar a sus familias. # AvalanchaHumanitaria # 23F # AyudaVenezuela # EllasMigran # RescateVenezuelapic.twitter.com/KVDn53fZMJ";;;# # # # # #;"1098910462249447424";https://twitter.com/TuConsultaOn/status/1098910462249447424
LM_Enrman;2019-02-22 06:23;1;2;"No creas no vas a la cárcel. MMGVO! Tu eres uno de los principales responsables de la situación en # Venezuela ¡Denunciemos a este DELINCUENTE! # 23F # 23FAyudaHumanitaria";;;# # #;"1098906065306046469";https://twitter.com/LM_Enrman/status/1098906065306046469
WinsmarbelD;2019-02-22 06:23;0;0;"La esperanza volvió para más nunca irse. # 22F # 23F # Venezuela # VamosBien";;;# # # #;"1098906024646340608";https://twitter.com/WinsmarbelD/status/1098906024646340608
beerAndGin;2019-02-22 06:17;0;0;"# AyudaHumanitaria # VenezuelaAidLive # 23FVzlaALaCalle # 23FNoHayVueltaAtras # 23FAvalanchaHumanitaria # Venezuela # Venezuela23F # CIDH # OEA # DDHH # Boligan # 23F # VenezuelaLibre # FANB # Latinoaméricapic.twitter.com/zTeDYvX3QJ";;;# # # # # # # # # # # # # # #;"1098904631386738690";https://twitter.com/beerAndGin/status/1098904631386738690
Marhietta_;2019-02-22 06:17;0;0;"# AvalanchaHumanitaria # 23f # VamosBien Diputado español no corrupto y que defiende medidas que benefician al trabajador y no a las élites corruptas; lo que no te cuentan sobre # venezuela https://twitter.com/CervantesFAQs/status/1097986441227964416?s=20 …";;;# # # #;"1098904614047494145";https://twitter.com/Marhietta_/status/1098904614047494145
Marhietta_;2019-02-22 06:15;0;0;"# AvalanchaHumanitaria # venezuela # 23f # vamosbien ' Cuando se parte de un análisis equivocado..se puede llegar a conclusiones equivocadas;el conflicto político y social venezolano tiene como razón última la inmensa riqueza que atesora esta nación'https://albertonews.com/nacionales/para-zapatero-una-resolucion-por-la-via-de-la-fuerza-seria-una-catastrofe-para-venezuela/ …";;;# # # #;"1098904178062225408";https://twitter.com/Marhietta_/status/1098904178062225408
beatrizbecerrab;2019-02-22 06:11;949;1557;"Mañana # 23F estaré de nuevo con los venezolanos. Desde # Madrid, acompañando la hoja de ruta de @ jguaido, inexorablemente constitucional y democrática. Y apoyando como representante europea la entrada de # AyudaHumanitaria, de forma pacífica y comprometida, como quiere # Venezuela pic.twitter.com/5hTkkSyWGR";;@;# # # #;"1098903039002505221";https://twitter.com/beatrizbecerrab/status/1098903039002505221
sofibarrantes_;2019-02-22 06:09;1;2;""No hace sentido defender a # Maduro por una intervención hipotética de # EEUU cuando # Venezuela es un país intervenido por Cuba". Análisis histórico de Joaquín Villalobos para entender lo que podría pasar el # 23F en Venezuela vía @ elpais_americahttps://elpais.com/internacional/2019/02/20/america/1550691005_971416.html …";;@;# # # #;"1098902551167201280";https://twitter.com/sofibarrantes_/status/1098902551167201280
C_dPaz;2019-02-22 06:00;5;3;""Guaidó pretende forzar una quiebra de lealtad dentro de las fuerzas armadas con el envío de las ayudas, una prioridad para los sectores más vulnerables de la población venezolana." @ Maoliscastro explica lo que puede pasar el # 23F en # Venezuela http://bit.ly/2GFvBF7 # Actualidadpic.twitter.com/HvMOtxehTc";;@;# # #;"1098900205804666880";https://twitter.com/C_dPaz/status/1098900205804666880
